C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_174.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_174.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_174.jpg,0,1,0,30.19024
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_249.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_249.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_249.jpg,-0.2,1,0,30.18122
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_327.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_327.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_327.jpg,0,1,0,30.1902
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_402.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_402.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_402.jpg,0,1,0,30.19023
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_473.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_473.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_473.jpg,0,1,0,30.19042
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_597.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_597.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_597.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_723.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_723.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_723.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_795.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_795.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_795.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_863.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_863.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_863.jpg,-0.15,1,0,30.18423
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_26_934.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_26_934.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_26_934.jpg,-0.35,1,0,30.16342
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_006.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_006.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_006.jpg,0,1,0,30.1895
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_078.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_078.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_078.jpg,0,1,0,30.18999
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_146.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_146.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_146.jpg,0,1,0,30.19023
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_243.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_243.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_243.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_354.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_354.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_354.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_428.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_428.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_428.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_508.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_508.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_508.jpg,-0.2,1,0,30.17994
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_579.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_579.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_579.jpg,0,1,0,30.18971
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_654.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_654.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_654.jpg,0,1,0,30.19025
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_730.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_730.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_730.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_802.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_802.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_802.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_887.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_887.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_887.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_27_967.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_27_967.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_27_967.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_037.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_037.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_037.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_175.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_175.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_175.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_300.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_300.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_300.jpg,0,1,0,30.19032
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_379.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_379.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_379.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_453.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_453.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_453.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_526.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_526.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_526.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_597.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_597.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_597.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_673.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_673.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_673.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_744.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_744.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_744.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_815.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_815.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_815.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_889.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_889.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_889.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_28_958.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_28_958.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_28_958.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_081.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_081.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_081.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_151.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_151.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_151.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_220.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_220.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_220.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_292.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_292.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_292.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_429.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_429.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_429.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_499.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_499.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_499.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_641.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_641.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_641.jpg,0,1,0,30.19026
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_710.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_710.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_710.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_780.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_780.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_780.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_855.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_855.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_855.jpg,0,1,0,30.19028
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_923.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_923.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_923.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_29_994.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_29_994.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_29_994.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_131.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_131.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_131.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_206.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_206.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_206.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_281.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_281.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_281.jpg,0,1,0,30.19031
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_353.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_353.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_353.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_423.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_423.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_423.jpg,0,1,0,30.19029
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_491.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_491.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_491.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_588.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_588.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_588.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_731.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_731.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_731.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_798.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_798.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_798.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_875.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_875.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_875.jpg,0,1,0,30.1903
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_30_964.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_30_964.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_30_964.jpg,0,1,0,30.19023
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_046.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_046.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_046.jpg,0,1,0,30.18954
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_128.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_128.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_128.jpg,0,1,0,30.18997
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_199.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_199.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_199.jpg,0,1,0,30.19019
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_274.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_274.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_274.jpg,0,1,0,30.18945
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_376.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_376.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_376.jpg,-0.25,1,0,30.17472
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_527.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_527.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_527.jpg,0,1,0,30.1896
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_646.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_646.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_646.jpg,0,1,0,30.19007
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_733.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_733.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_733.jpg,0,1,0,30.19013
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_874.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_874.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_874.jpg,0,1,0,30.19014
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_31_945.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_31_945.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_31_945.jpg,0,1,0,30.19016
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_32_029.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_32_029.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_32_029.jpg,0,1,0,30.19016
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_32_182.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_32_182.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_32_182.jpg,0,1,0,30.19016
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_32_292.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_32_292.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_32_292.jpg,-0.3,1,0,30.16963
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_32_356.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_32_356.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_32_356.jpg,0,1,0,30.18873
C:\Users\KIIT\Desktop\last_try\IMG\center_2020_01_02_16_02_32_477.jpg,C:\Users\KIIT\Desktop\last_try\IMG\left_2020_01_02_16_02_32_477.jpg,C:\Users\KIIT\Desktop\last_try\IMG\right_2020_01_02_16_02_32_477.jpg,0,1,0,30.19001
